Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
5.700443573390687,5.733988316713267,7.207118856207756,4.091005660956586,5.313205979041787
5.700443573390687,5.733988316713267,7.274479558773871,3.8088822465086327,5.3230099791384085
5.700443573390687,5.733988316713267,7.241366283322318,3.914021008090819,5.332718793265369
5.700109069289892,5.733664849138071,7.395107546562485,3.4781584227982836,5.3471075307174685
5.700109069289892,5.733664849138071,7.368970402194793,3.5409593240373143,5.3612921657094255
5.700443573390687,5.733988316713267,7.293017679772782,3.8394523125933104,5.3706380281276624
5.700443573390687,5.734311679691024,7.217443431696533,4.056988775678332,5.37989735354046
5.700443573390687,5.734311679691024,7.2485040723706105,4.046553898385752,5.389071729816501
5.700443573390687,5.734311679691024,7.416378479192928,3.517497837358316,0.0
5.700443573390687,5.733988316713267,7.2909747781429814,3.775057150354989,1.0986122886681098
5.700443573390687,5.733988316713267,7.390798521735676,3.6054978451748854,1.791759469228055
5.700443573390687,5.733988316713267,7.213768308118642,3.8958936234982624,2.0794415416798357
5.700443573390687,5.733988316713267,7.323170717943469,3.6609942506244004,2.302585092994046
5.700443573390687,5.733988316713267,7.306531398939505,3.7232808808312687,2.4849066497880004
5.700777965635902,5.734311679691024,7.194436851100335,4.1588830833596715,2.6390573296152584
5.700443573390687,5.733341276897746,7.38770923908104,3.417726683613366,2.772588722239781
5.700777965635902,5.733988316713267,7.301822342137932,3.6609942506244004,2.8903717578961645
5.700777965635902,5.733988316713267,7.259116128097101,4.1728476237100445,2.995732273553991
5.7011122461003225,5.734311679691024,7.328437352895162,3.914021008090819,3.1354942159291497
5.700777965635902,5.733988316713267,7.411556287811163,3.4995332823830174,3.258096538021482
5.700777965635902,5.733988316713267,7.459914766241105,3.3250360206965914,3.332204510175204
5.700443573390687,5.733664849138071,7.370230641807081,3.505557396986398,3.4339872044851463
5.700777965635902,5.733988316713267,7.237778191923443,3.8815637979434374,3.5263605246161616
5.700443573390687,5.733664849138071,7.282761179605593,3.6402142821326553,3.58351893845611
5.700443573390687,5.733664849138071,7.273092595999522,3.7999735016195233,3.6375861597263857
5.700109069289892,5.733341276897746,7.578145472419466,3.095577608523707,3.7612001156935624
5.700109069289892,5.733341276897746,7.496097345175956,3.250374491927572,3.8066624897703196
5.700443573390687,5.733341276897746,7.329749689041512,3.6375861597263857,3.912023005428146
5.700443573390687,5.733341276897746,7.327123292259293,3.703768066607687,3.9512437185814275
5.700777965635902,5.733664849138071,7.2813856635702825,3.7328963395307104,4.04305126783455
5.700777965635902,5.733664849138071,7.3031700512368,3.7232808808312687,4.0943445622221
5.700777965635902,5.733341276897746,7.2633296174768365,3.8501476017100584,4.127134385045092
5.700777965635902,5.733341276897746,7.410347097821024,3.3843902633457743,4.1588830833596715
5.700443573390687,5.733341276897746,7.2456550675945355,4.019980146933238,4.189654742026425
5.700443573390687,5.733017599924536,7.467942332285852,3.3178157727231046,4.219507705176107
5.700443573390687,5.733341276897746,7.299797366758161,3.9454577815143836,4.2626798770413155
5.700443573390687,5.733341276897746,7.390798521735676,3.414442608412176,4.330733340286331
5.700443573390687,5.733664849138071,7.506591780070841,3.1945831322991562,4.3694478524670215
5.700777965635902,5.733664849138071,7.284134806195205,3.7999735016195233,4.394449154672439
5.700777965635902,5.733341276897746,7.394493107219038,3.624340932976365,4.430816798843313
5.700777965635902,5.733664849138071,7.237778191923443,3.927896354584436,4.454347296253507
5.7011122461003225,5.733988316713267,7.293017679772782,3.784189633918261,4.48863636973214
5.7011122461003225,5.734311679691024,7.62657020629066,3.005682604407159,4.51085950651685
5.7011122461003225,5.734311679691024,7.358193752733032,3.6109179126442243,4.532599493153256
5.7011122461003225,5.734311679691024,7.371489295214277,3.5322256440685598,4.553876891600541
5.7011122461003225,5.734311679691024,7.498869733976931,3.484312288372662,4.574710978503383
5.7011122461003225,5.734634938138965,7.234177179749849,3.765840495250065,4.59511985013459
5.700777965635902,5.734634938138965,7.270312886079025,3.8649313978942956,4.6443908991413725
5.700777965635902,5.734634938138965,7.271703706887368,3.8416005411316,4.663439094112067
5.700443573390687,5.734311679691024,7.295735072749282,3.775057150354989,4.68213122712422
5.700777965635902,5.734634938138965,7.197435354096591,3.7184382563554808,4.700480365792417
5.700777965635902,5.734958092124651,7.239214973779806,3.824284091120139,4.718498871295094
5.700777965635902,5.734958092124651,7.224753405767971,3.9531649487593215,4.762173934797756
5.700777965635902,5.735281141715572,7.448333860897476,3.456316680883235,4.787491742782046
5.700443573390687,5.734958092124651,7.241366283322318,3.8543938925915096,4.812184355372417
5.700443573390687,5.734958092124651,7.446585099157725,3.269568939183719,4.8283137373023015
5.700109069289892,5.734958092124651,7.6638772587034705,2.9806186357439426,4.844187086458591
5.699774453258662,5.734311679691024,7.357556200910353,3.6000482404073204,4.882801922586371
5.699774453258662,5.734634938138965,7.392031567514591,3.6712245188752153,4.90527477843843
5.699439725222064,5.734634938138965,7.462214939768189,3.3357695763397,4.919980925828125
5.699774453258662,5.734634938138965,7.321849713788356,3.586292865338835,4.9344739331306915
5.699774453258662,5.734634938138965,7.299797366758161,3.7954891891721947,4.969813299576001
5.699774453258662,5.734634938138965,7.460490305825338,3.349904087274605,4.990432586778736
5.699774453258662,5.734634938138965,7.6638772587034705,3.005682604407159,5.003946305945459
5.699774453258662,5.734634938138965,7.226209010100671,3.8732821771117156,5.017279836814924
5.699774453258662,5.734634938138965,7.365180126021013,3.6270040503958487,5.030437921392435
5.700109069289892,5.734958092124651,7.174724309836376,3.8753590210565547,5.049856007249537
5.700109069289892,5.734958092124651,7.27931883541462,3.7328963395307104,5.062595033026967
5.700443573390687,5.735281141715572,7.3310603052186325,3.756538102587751,5.081404364984463
5.700443573390687,5.735281141715572,7.282073658093465,3.8088822465086327,5.111987788356544
5.700109069289892,5.735281141715572,7.292337176173877,3.6109179126442243,5.1298987149230735
5.700443573390687,5.735281141715572,7.1808311990445555,3.9473901492654373,5.14166355650266
5.700109069289892,5.734958092124651,7.170888478512505,3.9889840465642745,5.153291594497779
5.700109069289892,5.734634938138965,7.4067107301776405,3.728100167267218,5.170483995038151
5.699774453258662,5.734634938138965,7.44716835960004,3.5322256440685598,5.181783550292085
5.699774453258662,5.734634938138965,7.430114138561801,3.380994674344636,5.19295685089021
5.699774453258662,5.734634938138965,7.321849713788356,3.711130063048756,5.204006687076795
5.699774453258662,5.734634938138965,7.385851078125209,3.4995332823830174,5.214935757608986
5.699774453258662,5.734634938138965,7.346655163176539,3.6686767467964168,5.225746673713202
5.699774453258662,5.734634938138965,7.325807502595773,3.5115454388310208,5.25227342804663
5.699774453258662,5.734958092124651,7.278628942320682,3.713572066704308,5.262690188904886
5.699774453258662,5.734958092124651,7.3537223303996315,3.856510295497887,5.272999558563747
5.699774453258662,5.734958092124651,7.305860032684009,3.758871825933971,5.2832037287379885
5.699774453258662,5.734958092124651,7.438383530044307,3.3603753871419,5.298317366548036
5.699439725222064,5.734958092124651,7.31455283232408,3.7471483622379123,5.308267697401205
5.699439725222064,5.734958092124651,7.2254814727822945,4.055257173514054,5.318119993844216
5.69910488510509,5.734634938138965,7.440733707389261,3.4781584227982836,5.327876168789581
5.699439725222064,5.734958092124651,7.450660796211539,3.4307561839036995,5.351858133476067
5.69910488510509,5.734634938138965,7.243512974665482,3.758871825933971,5.375278407684165
5.69910488510509,5.734634938138965,7.238496840894365,3.9684033388642534,5.389071729816501
5.69910488510509,5.734311679691024,7.338888133838879,3.7184382563554808,0.0
5.698769932832657,5.733988316713267,7.4073177104694174,3.475067230228611,1.3862943611198906
5.698769932832657,5.733664849138071,7.293017679772782,3.824284091120139,1.791759469228055
5.698434868329605,5.733664849138071,7.4673710669175595,3.292126286607793,2.1972245773362196
5.69910488510509,5.733988316713267,7.59890045687141,3.068052935133617,2.3978952727983707
5.69910488510509,5.734311679691024,7.463363045520021,3.3568971227655755,2.6390573296152584
5.698769932832657,5.733988316713267,7.355001921105257,3.6686767467964168,2.772588722239781
