UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
142,L25457,L,300.1800831677339,311.02874411990615,1459.261567693718,47.53220416939254,19,0,0,0,0,0,0
143,L52311,L,299.92598381185354,308.96948352217953,1481.7638197840422,41.99709356218977,82,0,0,0,0,0,0
144,L13980,L,298.3179031392034,307.73814326247935,1438.0971499269194,51.95940164684468,144,0,0,0,0,0,0
145,L30886,L,303.3657767778957,312.5625844827686,1307.4134724959831,48.46566244105462,4,0,0,0,0,0,0
146,L87112,L,297.02569152858047,307.7983145145485,1603.6189345096718,36.109330711016455,86,0,0,0,0,0,0
147,M60877,M,301.4366630863885,311.3673819660593,1742.1342116671765,54.35508448908159,85,1,0,0,1,0,0
148,M46181,M,299.79760474536494,309.47675885102984,1455.6550562349228,55.17815324199256,61,0,0,0,0,0,0
149,L43262,L,303.8016636301315,312.51999371347847,1418.320627271073,22.145804426821613,184,1,0,0,1,0,0
150,L10947,L,300.68172919849644,310.61433494530263,1472.7153203659993,40.31780820091937,123,0,0,0,0,0,0
151,H10022,H,299.2801889256335,308.71260057064876,1508.5046047828585,34.50160509523971,164,0,0,0,0,0,0
152,L11128,L,299.50458560313103,309.74792516839517,1386.446988979312,37.39524200382456,12,0,0,0,0,0,0
153,L89522,L,300.07981338903954,308.9368461903941,1454.1521539015869,31.83849194928454,211,1,1,0,0,0,0
154,L42322,L,297.7144186100072,307.8923248695134,1601.4897253938018,30.585791177235244,182,0,0,0,0,0,0
155,H58929,H,298.46626094976415,308.0273101792653,1512.7380634467272,49.01173239532249,161,0,0,0,0,0,0
156,L91696,L,296.4301120616163,305.1808151358811,1627.038602812898,28.31938440433232,68,0,0,0,0,0,0
157,M19808,M,298.1540462032518,306.8267621653737,1536.47678528615,40.933545667400224,134,0,0,0,0,0,0
158,M62882,M,300.1878129633209,309.0107925752982,1391.1082731227082,26.508629102948397,222,1,1,0,0,0,0
159,L31725,L,300.60035009856904,310.3939510411285,1442.398602328024,52.69405811935106,138,0,0,0,0,0,0
160,M82534,M,296.0413406100072,306.1623360443707,1524.841206355448,40.30033854716784,59,0,0,0,0,0,0
161,L49950,L,299.7255765939116,309.9954002262888,1387.7410724038893,47.452921846797594,167,0,0,0,0,0,0
162,M98954,M,301.12681990164424,311.4343728193727,1374.7680267089393,41.951057812000286,9,0,0,0,0,0,0
163,M93576,M,299.67417561324754,308.91565235226835,1380.7799446634274,37.46755842758489,195,0,0,0,0,0,0
164,M30557,M,298.7324227084444,309.79082561653956,1551.5804387813816,40.68370900915038,165,0,0,0,0,0,0
165,L31825,L,299.1756777099036,308.73345218389545,1463.3759984577462,55.0733341951977,176,0,0,0,0,0,0
166,H18998,H,298.91847329004554,309.36862305010527,1618.2441631092947,31.025733391011926,38,0,0,0,0,0,0
167,L46080,L,298.7265388817839,308.56238344829006,1410.3579617053363,14.506510575483095,64,1,0,0,1,0,0
168,L67797,L,300.3476470504897,310.72326828219275,1254.259973204615,32.13135285488457,10,0,0,0,0,0,0
169,L25802,L,304.6153764554709,314.401048389326,1486.9294881196786,27.909125363286076,91,0,0,0,0,0,0
170,M21167,M,298.51260016618966,308.90623504276425,1664.7555030393821,49.680144644989284,202,1,1,0,0,0,0
171,M52407,M,299.36371473467716,309.3563258647968,1503.4569416948607,38.24270704175317,21,0,0,0,0,0,0
172,L23338,L,299.89660412124954,310.71044469190025,1362.790675686713,48.27451084049433,155,0,0,0,0,0,0
173,M86289,M,298.6252911312834,307.8066060880722,1337.5723403793254,40.31891582136335,176,0,0,0,0,0,0
174,L81520,L,302.1964716070469,310.4265802711563,1619.790191392349,40.08676041825569,57,0,0,0,0,0,0
175,M28895,M,295.2582292533871,304.28487183395305,1419.2563228558088,41.63944953326692,12,0,0,0,0,0,0
176,L57910,L,298.93788165924263,310.0068000744807,1654.179532765653,54.800242857996864,121,1,0,0,1,0,0
177,M75898,M,301.63662747263993,311.4820686527522,1565.4093448851283,41.865275744272815,173,0,0,0,0,0,0
178,L13454,L,299.41181138322276,309.5038736787693,1423.0431285595314,51.091698497800984,159,0,0,0,0,0,0
179,H96540,H,298.3583220822994,307.304685468253,1616.713684431164,50.451638684171776,44,0,0,0,0,0,0
180,L70797,L,300.8815135088775,310.94706723402777,1407.610284673673,38.367084185841776,229,1,1,0,0,0,0
181,L93137,L,301.8126864707943,310.7898738267216,1355.2662887555002,39.26065483197938,184,0,0,0,0,0,0
182,L60637,L,300.4212708904301,309.54548961537733,1413.3254606655555,36.22197334166722,187,0,0,0,0,0,0
183,H15349,H,298.39755928037425,307.9950755975504,1576.8736651590218,52.831772257784436,35,0,0,0,0,0,0
184,H49963,H,300.9124066383035,311.3575038961456,1613.7966989001336,30.589379834820004,204,1,1,0,0,0,0
185,L85583,L,299.1959013994504,309.7477489800929,1460.397273713209,32.77008271889026,235,1,1,0,0,0,0
186,M17750,M,301.49037376378766,312.0694186617255,1313.1688688860854,37.237559648251214,49,0,0,0,0,0,0
187,H32463,H,302.96651776971316,311.3784336546688,1344.3233538871943,28.518476698486474,209,1,1,1,0,0,0
188,M84935,M,294.78884648862294,304.78218198823265,1393.2354428140636,34.087052162909615,39,0,0,0,0,0,0
189,M68792,M,300.2221349463913,310.0253531130086,1370.6003120749876,51.36066192247355,224,1,1,0,0,0,0
190,L23686,L,296.5285321261047,304.99634971002325,1526.5430376064567,46.51405648173437,186,0,0,0,0,0,0
191,L73528,L,304.8835771706595,314.8995609373817,1693.8115844724452,35.79259805148031,80,0,0,0,0,0,0
192,H32787,H,299.06375093240763,308.81332371497086,1579.5776574025588,48.028289119191925,189,0,0,0,0,0,0
193,H24776,H,301.49274648365076,312.00427215576866,1387.176915500926,60.81908068677919,103,0,0,0,0,0,0
194,M67427,M,299.9293662808102,310.01061335705,1430.5624234333445,43.13111892861973,133,0,0,0,0,0,0
195,L71086,L,298.3938308385619,307.84451030827864,1450.0709320701194,54.20359459433266,158,0,0,0,0,0,0
196,L73308,L,298.15589390564514,309.08165635610214,1538.9214166993086,48.51588816797037,217,0,1,0,0,0,0
197,M25797,M,303.17135834620154,310.95012484542644,1657.125473585201,37.0556303151435,47,0,0,0,0,0,0
198,H15302,H,301.9118761203566,311.847610991927,1453.2599620549147,41.97297969714119,91,0,0,0,0,0,0
199,H73172,H,303.8871681747551,312.1239172427632,1653.8777291068188,45.262824669744305,77,0,0,0,0,0,0
200,M48059,M,300.1109066703154,309.1987133991093,1710.3910958422227,32.55030256327887,4,0,0,0,0,0,0
201,M10908,M,300.575839242492,311.10065294550134,1465.0093133711275,13.907513446558006,145,1,0,0,1,0,0
202,L70252,L,299.46561686868944,308.1914193882486,1462.4355378938692,31.659244371209606,225,0,1,0,0,0,0
203,L90659,L,299.42583559377,308.00211777506604,1463.9380632608884,18.4185905154793,147,1,0,0,1,0,0
204,H22877,H,297.91622613504524,310.29817111846086,1506.2489985687887,32.48546573358744,161,0,0,0,0,0,0
205,M24239,M,300.1680203818487,308.80873133042854,1464.1820903218174,22.925554537525482,42,0,0,0,0,0,0
206,L96971,L,298.4215068102276,310.07202771331555,1588.4177461389306,48.801087040750346,4,0,0,0,0,0,0
207,L37313,L,300.8838178443284,310.7116156797492,1345.1168719607217,28.17402499266286,226,1,1,0,0,0,0
208,M52103,M,300.34002043796045,309.81519131652146,1446.5377904703887,45.44108088953219,60,0,0,0,0,0,0
209,L58408,L,300.57536408735143,311.14215047793965,1532.9174673072234,47.66602063173473,72,0,0,0,0,0,0
210,L93251,L,303.3502598793805,314.68685395492497,1587.0084507160511,47.01508773690185,95,0,0,0,0,0,0
211,M98771,M,299.92456410046884,308.7784961583605,1719.528506368074,21.31663815935429,221,0,1,0,0,0,0
212,M20534,M,301.5134540057069,311.00320421597837,1371.097477236906,51.22644395402193,168,0,0,0,0,0,0
213,M53060,M,304.10301892817114,314.9498886628554,1434.7957585812744,44.203383660514724,159,0,0,0,0,0,0
214,L27189,L,302.6132341385901,312.90122845101706,1273.3593426772663,48.04265741202434,160,0,0,0,0,0,0
215,M96067,M,302.30633939690966,313.408257227551,1389.0130992647137,58.298762692036846,128,0,0,0,0,0,0
216,L20967,L,299.386623568959,309.9017355233908,1323.1074703065958,47.943321371067334,194,0,0,0,0,0,0
217,L91991,L,300.4592861111356,312.2675101202848,1447.8702604935672,28.17347369050553,106,0,0,0,0,0,0
218,M75563,M,297.36344741594013,307.54203601477377,1477.163440735837,46.53283440848822,45,0,0,0,0,0,0
219,M18660,M,300.99782880192885,311.2196399502598,1546.9454239837562,24.963831062210318,157,0,0,0,0,0,0
220,H49823,H,300.54892035522766,310.8706417272435,1470.140046968008,39.37034381162298,159,0,0,0,0,0,0
221,M65842,M,300.04677025031236,309.9042813985858,1546.9937080412153,34.967712002198375,120,0,0,0,0,0,0
222,M19616,M,302.05438957648573,312.90247673528665,1511.4074167093943,40.10150540361518,223,1,1,0,0,0,0
223,L85976,L,297.5844503551512,307.8214915790142,1396.6676794249818,24.904578282119942,70,0,0,0,0,0,0
224,L58738,L,303.26972570232067,314.0579057114658,1331.3726294159121,26.05620923631775,4,0,0,0,0,0,0
225,L23107,L,301.80352937588054,312.7480292295047,1558.3681999896066,35.50647584980882,158,0,0,0,0,0,0
226,L71404,L,299.85873204069605,310.28718672225637,1664.6502985014506,37.77476892615358,234,1,1,0,0,0,0
227,H25954,H,299.7025408243652,310.2042571485994,1753.5385011682015,35.74204921118614,107,0,0,0,0,0,0
228,L26943,L,300.9612224304972,309.9508926429006,1593.545470123462,54.50452498019211,142,1,0,0,1,0,0
229,H50725,H,303.0417024641276,312.49134887630777,1645.7515211944062,44.23642124457628,101,0,0,0,0,0,0
230,M55434,M,300.20321543738004,311.0465988903708,1546.1459704038934,43.96191459759382,62,0,0,0,0,0,0
231,M95751,M,300.28806180395844,311.71169298577695,1530.200938559021,36.17687658637986,86,0,0,0,0,0,0
232,M20110,M,300.03623695525175,308.0958067297434,1511.1001023791528,26.081681603194983,69,0,0,0,0,0,0
233,M97091,M,303.5640482254029,312.99618507815154,1489.4190355979135,39.958792151590266,200,0,1,0,0,0,0
234,L26462,L,299.26223379412596,309.2858543965406,1560.7076555429135,58.072699661499456,108,1,0,0,1,0,0
235,L89232,L,299.9409848027619,309.0617103406812,1447.9402918635276,42.243796278841536,82,0,0,0,0,0,0
236,M64081,M,302.926871308522,312.1043516643403,1485.2557548412808,51.131924272352265,125,0,0,0,0,0,0
237,L62799,L,300.2940216672257,310.7689415410195,1382.203371703561,52.39390887049524,48,0,0,0,0,0,0
238,L76567,L,302.27411772009106,313.8554936892625,1547.492666906491,45.59541258948013,197,0,0,0,0,0,0
239,M99301,M,298.17743988619407,306.1456163298719,1404.0902458853498,42.20273971734036,99,0,0,0,0,0,0
240,L61224,L,299.589414956743,309.41893880776126,1503.3744990480213,30.122685192903283,162,0,0,0,0,0,0
241,H66063,H,302.9688680768805,313.43214841867086,1550.0491093642381,37.91552858455226,10,0,0,0,0,0,0
242,H65240,H,298.64732056847294,309.42753454067315,1558.5891431369814,36.391047638124036,122,0,0,0,0,0,0
243,H91352,H,299.6974019204606,310.01652926352966,1577.1508537815434,43.29995557446147,196,0,0,0,0,0,0
244,L27868,L,300.513370461783,312.2747730117191,1478.6708474851944,25.85933392534815,234,0,1,0,0,0,0
245,L85973,L,298.021690964014,308.0505975573398,1548.6063779389688,34.627093043482134,79,0,0,0,0,0,0
246,H90989,H,299.1723797627562,310.48437255314826,1451.3374736887795,44.04015890116408,242,0,0,0,0,0,0
247,L32222,L,300.2252733636513,309.57890569330533,1302.9126286989776,32.97885180400663,200,1,1,0,0,0,0
248,H89794,H,300.0933634683239,310.1513464149127,1553.030927374156,30.843902462162994,74,0,0,0,0,0,0
249,H73924,H,302.5607040416743,311.34798896587546,1529.8488106864143,32.08584944519479,183,0,0,0,0,0,0
250,H88513,H,303.0829143896645,313.9837788302135,1601.3323502899136,37.275906209009875,71,0,0,0,0,0,0
251,L64649,L,298.2878302559982,308.167387393357,1497.4711287128398,16.193084122342736,102,1,0,0,1,0,0
252,L93749,L,300.22253703833496,310.5803581008549,1339.6836634282588,32.53840987338798,151,0,0,0,0,0,0
253,H20223,H,301.34849661684956,311.0351279855645,1490.8369215635778,49.527532116769144,234,1,1,0,0,0,0
